"predator","prey","From","To","Type"
"Varanus gouldii","Lerista bougainvillea","goanna","skinks","Predator-prey"
"Varanus gouldii","Menetia greyii","goanna","skinks","Predator-prey"
"Varanus gouldii","Morethia lineoocellatus","goanna","skinks","Predator-prey"
"Varanus gouldii","Reptile eggs","goanna","eggs","Predator-prey"
"Varanus gouldii","Scorpionida","goanna","insect","Predator-prey"
"Varanus gouldii","Varanus gouldii","goanna","goanna","Predator-prey"
"Varanus panoptes","Aprasia striolata","goanna","skinks","Predator-prey"
"Varanus panoptes","Araneidae","goanna","insect","Predator-prey"
"Varanus panoptes","Bird egg shell","goanna","eggs","Predator-prey"
"Varanus panoptes","Blattodea","goanna","insect","Predator-prey"
"Varanus panoptes","Chilopoda","goanna","insect","Predator-prey"
"Varanus panoptes","Coleoptera","goanna","insect","Predator-prey"
"Varanus panoptes","Hemiergis peronii","goanna","skinks","Predator-prey"
"Varanus panoptes","human","goanna","human","Predator-prey"
"Varanus panoptes","Leiolopisma metallicum","goanna","skinks","Predator-prey"
"Varanus panoptes","Leiolopisma trilineatum","goanna","skinks","Predator-prey"
"Varanus panoptes","Lepidoptera","goanna","insect","Predator-prey"
"Varanus panoptes","Lerista bougainvillea","goanna","skinks","Predator-prey"
"Varanus panoptes","Menetia greyii","goanna","skinks","Predator-prey"
"Varanus panoptes","Morethia lineoocellatus","goanna","skinks","Predator-prey"
"Varanus panoptes","Reptile eggs","goanna","eggs","Predator-prey"
"Varanus panoptes","Scorpionida","goanna","insect","Predator-prey"
"Varanus panoptes","Varanus gouldii","goanna","goanna","Predator-prey"
"Varanus tristis","Araneidae","goanna","insect","Predator-prey"
"Varanus tristis","Blattodea","goanna","insect","Predator-prey"
"Varanus tristis","Coleoptera","goanna","insect","Predator-prey"
"Varanus tristis","Ctenophorus caudicinctus","goanna","skinks","Predator-prey"
"Varanus tristis","Ctenotus isolepis","goanna","skinks","Predator-prey"
"Varanus tristis","Formicidae","goanna","insect","Predator-prey"
"Varanus tristis","Lepidoptera","goanna","insect","Predator-prey"
"Varanus tristis","Lophognatus gilberti","goanna","skinks","Predator-prey"
"Varanus tristis","Orthoptera","goanna","insect","Predator-prey"
"Varanus tristis","Pogona minor","goanna","skinks","Predator-prey"
"Varanus tristis","Pogona vitticeps","goanna","skinks","Predator-prey"
"Vulpes vulpes","Araneidae","invasive small mammal","insect","Predator-prey"
"Vulpes vulpes","Bird egg shell","invasive small mammal","eggs","Predator-prey"
"Vulpes vulpes","Blattodea","invasive small mammal","insect","Predator-prey"
"Vulpes vulpes","Coleoptera","invasive small mammal","insect","Predator-prey"
"Vulpes vulpes","Lepidoptera","invasive small mammal","insect","Predator-prey"
"Vulpes vulpes","Notomys sp.","invasive small mammal","small mammal","Predator-prey"
"Vulpes vulpes","Reptile eggs","invasive small mammal","eggs","Predator-prey"
"Vulpes vulpes","Trichosurus vulpecula","invasive small mammal","small mammal","Predator-prey"
"Vulpes vulpes","Aquila audax","invasive small mammal","eagle","Predator-prey"
"Vulpes vulpes","Ardeotis australis","invasive small mammal","bustard","Predator-prey"
"Vulpes vulpes","Trichosurus vulpecula","invasive small mammal","small mammal","Predator-prey"
"Vulpes vulpes","Notoryctes caurinus","invasive small mammal","small mammal","Predator-prey"
"Aquila audax","Bettongia lesueur","eagle","small mammal","Predator-prey"
"Aquila audax","Canis lupus dingo","eagle","dingo","Predator-prey"
"Aquila audax","Chaeropus ecaudatus","eagle","small mammal","Predator-prey"
"Aquila audax","Ctenophorus caudicinctus","eagle","skinks","Predator-prey"
"Aquila audax","Ctenotus isolepis","eagle","skinks","Predator-prey"
"Aquila audax","Felis catus","eagle","invasive small mammal","Predator-prey"
"Aquila audax","Lagorchestes hirsutus","eagle","small mammal","Predator-prey"
"Aquila audax","Lophognatus gilberti","eagle","skinks","Predator-prey"
"Aquila audax","Macropus robustus","eagle","kangaroo","Predator-prey"
"Aquila audax","Notomys sp.","eagle","small mammal","Predator-prey"
"Aquila audax","Orthoptera","eagle","insect","Predator-prey"
"Aquila audax","Perameles eremiana","eagle","small mammal","Predator-prey"
"Aquila audax","Pogona minor","eagle","skinks","Predator-prey"
"Aquila audax","Pogona vitticeps","eagle","skinks","Predator-prey"
"Aquila audax","Taeniopygia guttata","eagle","bird","Predator-prey"
"Aquila audax","Tiliqua multifasciata","eagle","skinks","Predator-prey"
"Aquila audax","Tiliqua occipitalis","eagle","skinks","Predator-prey"
"Aquila audax","Varanus gouldii","eagle","goanna","Predator-prey"
"Aquila audax","Corvus cecilae","eagle","bird","Predator-prey"
"Aquila audax","Falco longipennis","eagle","bird","Predator-prey"
"Aquila audax","Fulica atra","eagle","bird","Predator-prey"
"Aquila audax","Anas superciliosa","eagle","bird","Predator-prey"
"Bettongia lesueur","Eragrostis eriopoda","small mammal","spinifex","Predator-prey"
"Bettongia lesueur","Eragrostis lanipes","small mammal","spinifex","Predator-prey"
"Bettongia lesueur","Eragrostis setifolia","small mammal","spinifex","Predator-prey"
"Bettongia lesueur","Panicum decompositum","small mammal","spinifex","Predator-prey"
"Bettongia lesueur","Plectrachne schinzii","small mammal","spinifex","Predator-prey"
"Bettongia lesueur","Ptilotus exaltatus","small mammal","forb","Predator-prey"
"Bettongia lesueur","Ptilotus macrocephalus","small mammal","forb","Predator-prey"
"Bettongia lesueur","Ptilotus polystachyus","small mammal","forb","Predator-prey"
"Bettongia lesueur","Sida calyxhymenia","small mammal","bush","Predator-prey"
"Bettongia lesueur","Triodia basedownii","small mammal","spinifex","Predator-prey"
"Bettongia lesueur","Triodia longiceps","small mammal","spinifex","Predator-prey"
"Bettongia lesueur","Triodia pungens","small mammal","spinifex","Predator-prey"
"Canis lupus dingo","Ardeotis australis","dingo","bustard","Predator-prey"
"Canis lupus dingo","Bettongia lesueur","dingo","small mammal","Predator-prey"
"Canis lupus dingo","Chaeropus ecaudatus","dingo","small mammal","Predator-prey"
"Canis lupus dingo","Chilopoda","dingo","insect","Predator-prey"
"Canis lupus dingo","Coleoptera","dingo","insect","Predator-prey"
"Canis lupus dingo","Ctenophorus caudicinctus","dingo","skinks","Predator-prey"
"Canis lupus dingo","Ctenotus isolepis","dingo","skinks","Predator-prey"
"Canis lupus dingo","Felis catus","dingo","invasive small mammal","Predator-prey"
"Canis lupus dingo","human","dingo","human","Predator-prey"
"Canis lupus dingo","Lagorchestes hirsutus","dingo","small mammal","Predator-prey"
"Canis lupus dingo","Lophognatus gilberti","dingo","skinks","Predator-prey"
"Canis lupus dingo","Macropus robustus","dingo","kangaroo","Predator-prey"
"Canis lupus dingo","Notomys sp.","dingo","small mammal","Predator-prey"
"Canis lupus dingo","Orthoptera","dingo","insect","Predator-prey"
"Canis lupus dingo","Perameles eremiana","dingo","small mammal","Predator-prey"
"Canis lupus dingo","Pogona minor","dingo","skinks","Predator-prey"
"Canis lupus dingo","Pogona vitticeps","dingo","skinks","Predator-prey"
"Canis lupus dingo","Tiliqua multifasciata","dingo","skinks","Predator-prey"
"Canis lupus dingo","Tiliqua occipitalis","dingo","skinks","Predator-prey"
"Canis lupus dingo","Varanus gouldii","dingo","goanna","Predator-prey"
"Canis lupus dingo","Aquila audax","dingo","eagle","Predator-prey"
"Canis lupus dingo","Ardeotis australis","dingo","bustard","Predator-prey"
"Canis lupus dingo","Camelus dromedarius","dingo","camel","Predator-prey"
"Canis lupus dingo","Dromaius novaehollandiae","dingo","emu","Predator-prey"
"Canis lupus dingo","Fulica atra","dingo","bird","Predator-prey"
"Canis lupus dingo","Vulpes vulpes","dingo","invasive small mammal","Predator-prey"
"Canis lupus dingo","Varanus acanthurus","dingo","goanna","Predator-prey"
"Canis lupus dingo","Tympanocryptis tetraporophora","dingo","skinks","Predator-prey"
"Canis lupus dingo","Trichosurus vulpecula","dingo","small mammal","Predator-prey"
"Canis lupus dingo","Isodon auratus","dingo","small mammal","Predator-prey"
"Canis lupus dingo","Macropus rufus","dingo","kangaroo","Predator-prey"
"Canis lupus dingo","Notoryctes caurinus","dingo","small mammal","Predator-prey"
"Canis lupus dingo","Petrogale lateralis","dingo","small mammal","Predator-prey"
"Canis lupus dingo","Tachyglossus aculeatus","dingo","small mammal","Predator-prey"
"Felis catus","Amphibolurus burnsi","invasive small mammal","skinks","Predator-prey"
"Felis catus","Ctenotus isolepis","invasive small mammal","skinks","Predator-prey"
"Felis catus","Ctenotus leonhardii","invasive small mammal","skinks","Predator-prey"
"Felis catus","Ctenotus robustus","invasive small mammal","skinks","Predator-prey"
"Felis catus","Egernia striolata","invasive small mammal","skinks","Predator-prey"
"Felis catus","Heteronotia binoei","invasive small mammal","skinks","Predator-prey"
"Felis catus","Lagorchestes hirsutus","invasive small mammal","small mammal","Predator-prey"
"Felis catus","Leggadina forresti","invasive small mammal","small mammal","Predator-prey"
"Felis catus","Notomys sp.","invasive small mammal","small mammal","Predator-prey"
"Felis catus","Oedura marmorata","invasive small mammal","skinks","Predator-prey"
"Felis catus","Pogona vitticeps","invasive small mammal","skinks","Predator-prey"
"Felis catus","Pseudechis australis","invasive small mammal","Snakes","Predator-prey"
"Felis catus","Pygopus schraderi","invasive small mammal","skinks","Predator-prey"
"Felis catus","Reptile eggs","invasive small mammal","eggs","Predator-prey"
"Felis catus","Sminthopsis macroura","invasive small mammal","small mammal","Predator-prey"
"Felis catus","Stiltia isabella","invasive small mammal","bird","Predator-prey"
"Felis catus","Suta suta","invasive small mammal","Snakes","Predator-prey"
"Felis catus","Taeniopygia guttata","invasive small mammal","bird","Predator-prey"
"Felis catus","Turnix velox","invasive small mammal","bird","Predator-prey"
"Felis catus","Tympanocryptis tetraporophora","invasive small mammal","skinks","Predator-prey"
"Felis catus","Varanus gouldii","invasive small mammal","goanna","Predator-prey"
"Felis catus","Ardeotis australis","invasive small mammal","bustard","Predator-prey"
"Felis catus","Corvus cecilae","invasive small mammal","bird","Predator-prey"
"Felis catus","Fulica atra","invasive small mammal","bird","Predator-prey"
"Felis catus","Vulpes vulpes","invasive small mammal","invasive small mammal","Predator-prey"
"Felis catus","Varanus acanthurus","invasive small mammal","goanna","Predator-prey"
"Felis catus","Tympanocryptis tetraporophora","invasive small mammal","skinks","Predator-prey"
"Felis catus","Trichosurus vulpecula","invasive small mammal","small mammal","Predator-prey"
"Felis catus","Melopsittacus undulatus","invasive small mammal","bird","Predator-prey"
"Felis catus","Notoryctes caurinus","invasive small mammal","small mammal","Predator-prey"
"Felis catus","Ocyphaps lophotes","invasive small mammal","bird","Predator-prey"
"Felis catus","Petrogale lateralis","invasive small mammal","small mammal","Predator-prey"
"Felis catus","Tachyglossus aculeatus","invasive small mammal","small mammal","Predator-prey"
"human","Acacia acradenia","human","Acacia","Predator-prey"
"human","Acacia aneura","human","Acacia","Predator-prey"
"human","Acacia coriacea","human","Acacia","Predator-prey"
"human","Acacia cowleana","human","Acacia","Predator-prey"
"human","Acacia cuthbertsoni","human","Acacia","Predator-prey"
"human","Acacia dictyophleba","human","Acacia","Predator-prey"
"human","Acacia kempeana","human","Acacia","Predator-prey"
"human","Acacia ligulata","human","Acacia","Predator-prey"
"human","Acacia pruinocarpa","human","Acacia","Predator-prey"
"human","Acacia spondylophylla","human","Acacia","Predator-prey"
"human","Acacia tetragonophylla","human","Acacia","Predator-prey"
"human","Allocasuarina decaisneana","human","Acacia","Predator-prey"
"human","Amyema sp.","human","vine","Predator-prey"
"human","Anas superciliosa","human","bird","Predator-prey"
"human","Antaresia stimsoni","human","Snakes","Predator-prey"
"human","Aquila audax","human","eagle","Predator-prey"
"human","Ardeotis australis","human","bustard","Predator-prey"
"human","Aspidites melanocephalus","human","Snakes","Predator-prey"
"human","Aspidites ramsayii","human","Snakes","Predator-prey"
"human","Bettongia lesueur","human","small mammal","Predator-prey"
"human","Blattodea","human","insect","Predator-prey"
"human","Calyptorhynchus roseicapilla","human","bird","Predator-prey"
"human","Camelus dromedarius","human","camel","Predator-prey"
"human","Canis lupus dingo","human","dingo","Predator-prey"
"human","Canthium attenuatum","human","vine","Predator-prey"
"human","Canthium latifolium","human","vine","Predator-prey"
"human","Capparis loranthifolia","human","bush","Predator-prey"
"human","Capparis umbonata","human","bush","Predator-prey"
"human","Chaeropus ecaudatus","human","small mammal","Predator-prey"
"human","Chioromyces aboriginum","human","fungus","Predator-prey"
"human","Corvus cecilae","human","bird","Predator-prey"
"human","Ctenotus isolepis","human","skinks","Predator-prey"
"human","Cucumis melo (agrestis)","human","vine","Predator-prey"
"human","Cynanchum floribundum","human","bush","Predator-prey"
"human","Dactyloctenium radulans","human","forb","Predator-prey"
"human","Dasycercus cristicauda","human","small mammal","Predator-prey"
"human","Dasycercus hilleri","human","small mammal","Predator-prey"
"human","Dasyurus hallucatus","human","small mammal","Predator-prey"
"human","Dromaius novaehollandiae","human","emu","Predator-prey"
"human","Egernia kintorei","human","skinks","Predator-prey"
"human","Egernia striata","human","skinks","Predator-prey"
"human","Enchylaena tomentosa","human","bush","Predator-prey"
"human","Eucalyptus opaca","human","Acacia","Predator-prey"
"human","Falco longipennis","human","bird","Predator-prey"
"human","Felis catus","human","invasive small mammal","Predator-prey"
"human","Fulica atra","human","bird","Predator-prey"
"human","Hakea leucoptera","human","wama","Predator-prey"
"human","Hakea suberea","human","wama","Predator-prey"
"human","human","human","human","Predator-prey"
"human","Isodon auratus","human","small mammal","Predator-prey"
"human","Lagorchestes hirsutus","human","small mammal","Predator-prey"
"human","Macropus robustus","human","kangaroo","Predator-prey"
"human","Macropus rufus","human","kangaroo","Predator-prey"
"human","Macrotis lagotis","human","small mammal","Predator-prey"
"human","Melopsittacus undulatus","human","bird","Predator-prey"
"human","Moloch horridus","human","skinks","Predator-prey"
"human","Mycoclelandia bulundarii","human","fungus","Predator-prey"
"human","Notomys sp.","human","small mammal","Predator-prey"
"human","Notoryctes caurinus","human","small mammal","Predator-prey"
"human","Ocyphaps lophotes","human","bird","Predator-prey"
"human","Oryctolagus cuniculus","human","invasive small mammal","Predator-prey"
"human","Panicum decompositum","human","spinifex","Predator-prey"
"human","Perameles eremiana","human","small mammal","Predator-prey"
"human","Petrogale lateralis","human","small mammal","Predator-prey"
"human","Psylla eucalypti","human","vine","Predator-prey"
"human","Rhyncharrhena linearis","human","forb","Predator-prey"
"human","Santalum acuminatum","human","bush","Predator-prey"
"human","Santalum lanceolatum","human","bush","Predator-prey"
"human","Senna sp.","human","bush","Predator-prey"
"human","Solanum centrale","human","solanum","Predator-prey"
"human","Solanum chippendalei","human","solanum","Predator-prey"
"human","Solanum cleistogamum","human","solanum","Predator-prey"
"human","Solanum diversiflorum","human","solanum","Predator-prey"
"human","Solanum gilesii","human","solanum","Predator-prey"
"human","Tachyglossus aculeatus","human","small mammal","Predator-prey"
"human","Taeniopygia guttata","human","bird","Predator-prey"
"human","Tecticornia verrucosa","human","bush","Predator-prey"
"human","Tiliqua multifasciata","human","skinks","Predator-prey"
"human","Tiliqua occipitalis","human","skinks","Predator-prey"
"human","Trichosurus vulpecula","human","small mammal","Predator-prey"
"human","Turnix velox","human","bird","Predator-prey"
"human","Varanus giganteus","human","goanna","Predator-prey"
"human","Varanus gouldii","human","goanna","Predator-prey"
"human","Varanus panoptes","human","goanna","Predator-prey"
"human","Vulpes vulpes","human","invasive small mammal","Predator-prey"
"human","Yakirra australiensis","human","spinifex","Predator-prey"
"Lagorchestes hirsutus","Araneidae","small mammal","insect","Predator-prey"
"Lagorchestes hirsutus","Blattodea","small mammal","insect","Predator-prey"
"Lagorchestes hirsutus","Chilopoda","small mammal","insect","Predator-prey"
"Lagorchestes hirsutus","Coleoptera","small mammal","insect","Predator-prey"
"Lagorchestes hirsutus","Formicidae","small mammal","insect","Predator-prey"
"Lagorchestes hirsutus","Lepidoptera","small mammal","insect","Predator-prey"
"Lagorchestes hirsutus","Portulaca oleracea","small mammal","forb","Predator-prey"
"Lagorchestes hirsutus","Ptilotus exaltatus","small mammal","forb","Predator-prey"
"Lagorchestes hirsutus","Ptilotus macrocephalus","small mammal","forb","Predator-prey"
"Lagorchestes hirsutus","Triodia basedownii","small mammal","spinifex","Predator-prey"
"Lagorchestes hirsutus","Triodia longiceps","small mammal","spinifex","Predator-prey"
"Lagorchestes hirsutus","Triodia pungens","small mammal","spinifex","Predator-prey"
"Fire","Acacia acradenia","fire","Acacia","Predator-prey"
"Fire","Acacia aneura","fire","Acacia","Predator-prey"
"Fire","Acacia coriacea","fire","Acacia","Predator-prey"
"Fire","Acacia cowleana","fire","Acacia","Predator-prey"
"Fire","Acacia cuthbertsoni","fire","Acacia","Predator-prey"
"Fire","Acacia dictyophleba","fire","Acacia","Predator-prey"
"Fire","Acacia kempeana","fire","Acacia","Predator-prey"
"Fire","Acacia ligulata","fire","Acacia","Predator-prey"
"Fire","Acacia pruinocarpa","fire","Acacia","Predator-prey"
"Fire","Acacia spondylophylla","fire","Acacia","Predator-prey"
"Fire","Acacia tetragonophylla","fire","Acacia","Predator-prey"
"Fire","Amyema sp.","fire","vine","Predator-prey"
"Fire","Calandrinia polyandra","fire","forb","Predator-prey"
"Fire","Canthium attenuatum","fire","vine","Predator-prey"
"Fire","Canthium latifolium","fire","vine","Predator-prey"
"Fire","Capparis loranthifolia","fire","bush","Predator-prey"
"Fire","Capparis umbonata","fire","bush","Predator-prey"
"Fire","Chenopodium curvispicatum","fire","forb","Predator-prey"
"Fire","Chioromyces aboriginum","fire","fungus","Predator-prey"
"Fire","Cucumis melo (agrestis)","fire","vine","Predator-prey"
"Fire","Cynanchum floribundum","fire","bush","Predator-prey"
"Fire","Dactyloctenium radulans","fire","forb","Predator-prey"
"Fire","Daucus glochidiatus","fire","forb","Predator-prey"
"Fire","Enchylaena tomentosa","fire","bush","Predator-prey"
"Fire","Eragrostis eriopoda","fire","spinifex","Predator-prey"
"Fire","Eragrostis lanipes","fire","spinifex","Predator-prey"
"Fire","Eragrostis setifolia","fire","spinifex","Predator-prey"
"Fire","Eremophila latrobei","fire","forb","Predator-prey"
"Fire","Eremophila longifolia","fire","forb","Predator-prey"
"Fire","Ficus brachypoda","fire","vine","Predator-prey"
"Fire","Grevillea eriostachya","fire","wama","Predator-prey"
"Fire","Grevillea stenobotrya","fire","wama","Predator-prey"
"Fire","Grevillea wickhamii","fire","wama","Predator-prey"
"Fire","Hakea leucoptera","fire","wama","Predator-prey"
"Fire","Hakea suberea","fire","wama","Predator-prey"
"Fire","Leptosema chambersii","fire","bush","Predator-prey"
"Fire","Nitraria billardierei","fire","bush","Predator-prey"
"Fire","Panicum decompositum","fire","spinifex","Predator-prey"
"Fire","Plectrachne schinzii","fire","spinifex","Predator-prey"
"Fire","Portulaca oleracea","fire","forb","Predator-prey"
"Fire","Ptilotus exaltatus","fire","forb","Predator-prey"
"Fire","Ptilotus macrocephalus","fire","forb","Predator-prey"
"Fire","Ptilotus polystachyus","fire","forb","Predator-prey"
"Fire","Rhyncharrhena linearis","fire","forb","Predator-prey"
"Fire","Santalum acuminatum","fire","bush","Predator-prey"
"Fire","Santalum lanceolatum","fire","bush","Predator-prey"
"Fire","Scaevola parvifolia","fire","bush","Predator-prey"
"Fire","Senna sp.","fire","bush","Predator-prey"
"Fire","Sida calyxhymenia","fire","bush","Predator-prey"
"Fire","Solanum centrale","fire","solanum","Predator-prey"
"Fire","Solanum chippendalei","fire","solanum","Predator-prey"
"Fire","Solanum cleistogamum","fire","solanum","Predator-prey"
"Fire","Solanum diversiflorum","fire","solanum","Predator-prey"
"Fire","Solanum gilesii","fire","solanum","Predator-prey"
"Fire","Solanum lasiophyllum","fire","solanum","Predator-prey"
"Fire","Tecticornia verrucosa","fire","bush","Predator-prey"
"Fire","Tetragonia eremaea","fire","forb","Predator-prey"
"Fire","Thryptomene maisonneuve","fire","bush","Predator-prey"
"Fire","Thyridolepis multiculmis","fire","spinifex","Predator-prey"
"Fire","Triodia basedownii","fire","spinifex","Predator-prey"
"Fire","Triodia longiceps","fire","spinifex","Predator-prey"
"Fire","Triodia pungens","fire","spinifex","Predator-prey"
"Fire","Yakirra australiensis","fire","spinifex","Predator-prey"
"Fire","Bird egg shell","fire","eggs","Predator-prey"
"Fire","Reptile eggs","fire","eggs","Predator-prey"
"Fire","Blattodea","fire","insect","Predator-prey"
"Fire","Araneidae","fire","insect","Predator-prey"
"Fire","Chilopoda","fire","insect","Predator-prey"
"Fire","Phasmatodea","fire","insect","Predator-prey"
"Fire","Tiliqua multifasciata","fire","skinks","Predator-prey"
"Fire","Tiliqua occipitalis","fire","skinks","Predator-prey"
"Fire","Tiliqua scincoides","fire","skinks","Predator-prey"
"Fire","Ctenophorus caudicinctus","fire","skinks","Predator-prey"
"Fire","Moloch horridus","fire","skinks","Predator-prey"
"Fire","Ctenotus isolepis","fire","skinks","Predator-prey"
"Fire","Ctenotus leonhardii","fire","skinks","Predator-prey"
"Fire","Ctenotus robustus","fire","skinks","Predator-prey"
"Fire","Ctenotus strauchii","fire","skinks","Predator-prey"
"Fire","Pogona minor","fire","skinks","Predator-prey"
"Fire","Pogona vitticeps","fire","skinks","Predator-prey"
