predator,prey,type
Perameles eremiana,Camponotus inflatus,predatorprey
Pogona vitticeps,Camponotus inflatus,predatorprey
Sminthopsis macroura,Camponotus inflatus,predatorprey
Tachyglossus aculeatus,Camponotus inflatus,predatorprey
Tiliqua occipitalis,Camponotus inflatus,predatorprey
Tympanocryptis tetraporophora,Camponotus inflatus,predatorprey
Varanus giganteus,Camponotus inflatus,predatorprey
Varanus panoptes,Camponotus inflatus,predatorprey
Vulpes vulpes,Camponotus inflatus,predatorprey
Anas superciliosa,Camponotus inflatus,predatorprey
Aquila audax,Camponotus inflatus,predatorprey
Canis lupus dingo,Camponotus inflatus,predatorprey
Ctenophorus caudicinctus,Camponotus inflatus,predatorprey
Ctenotus leonhardii,Camponotus inflatus,predatorprey
Ctenotus strauchii,Camponotus inflatus,predatorprey
Dasycercus hilleri,Camponotus inflatus,predatorprey
Egernia kintorei,Camponotus inflatus,predatorprey
Egernia striolata,Camponotus inflatus,predatorprey
Hemiergis peronii,Camponotus inflatus,predatorprey
Homo sapiens,Camponotus inflatus,predatorprey
Lagorchestes hirsutus,Camponotus inflatus,predatorprey
Leiolopisma metallicum,Camponotus inflatus,predatorprey
Lerista bougainvillea,Camponotus inflatus,predatorprey
Macrotis lagotis,Camponotus inflatus,predatorprey
Moloch horridus,Camponotus inflatus,predatorprey
Notaden nichollsi,Camponotus inflatus,predatorprey
Notoryctes caurinus,Camponotus inflatus,predatorprey
Oedura marmorata,Camponotus inflatus,predatorprey
Pogona minor,Camponotus inflatus,predatorprey
Pygopus schraderi,Camponotus inflatus,predatorprey
Stiltia isabella,Camponotus inflatus,predatorprey
Tiliqua multifasciata,Camponotus inflatus,predatorprey
Tiliqua multifasciata,Camponotus inflatus,predatorprey
Tiliqua scincoides,Camponotus inflatus,predatorprey
Varanus acanthurus,Camponotus inflatus,predatorprey
Varanus gouldii,Camponotus inflatus,predatorprey
Varanus tristis,Camponotus inflatus,predatorprey
human fire,Eragrostis lanipes,complexfire
human fire,Eragrostis setifolia,complexfire
human fire,Plectrachne schinzii,complexfire
human fire,Triodia basedownii,complexfire
human fire,Triodia longiceps,complexfire
human fire,Triodia pungens,complexfire
human fire,Panicum decompositum,complexfire
human fire,Thyridolepis multiculmis,complexfire
human fire,Yakirra australiensis,complexfire
lightning fire,Eragrostis lanipes,complexfire
lightning fire,Eragrostis setifolia,complexfire
lightning fire,Plectrachne schinzii,complexfire
lightning fire,Triodia basedownii,complexfire
lightning fire,Triodia longiceps,complexfire
lightning fire,Triodia pungens,complexfire
lightning fire,Panicum decompositum,complexfire
lightning fire,Thyridolepis multiculmis,complexfire
lightning fire,Yakirra australiensis,complexfire
lightning fire,Canis lupus dingo,complexfire
lightning fire,Lagorchestes hirsutus,complexfire
lightning fire,Macrotis lagotis,complexfire
lightning fire,Varanus acanthurus,complexfire
lightning fire,Varanus giganteus,complexfire
lightning fire,Varanus gouldii,complexfire
lightning fire,Varanus panoptes,complexfire
lightning fire,Varanus tristis,complexfire
lightning fire,Chaeropus ecaudatus,complexfire
lightning fire,Isodon auratus,complexfire
lightning fire,Perameles eremiana,complexfire
Homo sapiens,Canis lupus dingo,positive
Homo sapiens,Solanum centrale,positive
Homo sapiens,Solanum chippendalei,positive
Homo sapiens,Solanum cleistogamum,positive
Homo sapiens,Solanum diversiflorum,positive
Homo sapiens,Solanum gilesii,positive
Homo sapiens,Solanum lasiophyllum,positive
Eragrostis eriopoda,Lagorchestes hirsutus,positive
Eragrostis lanipes,Lagorchestes hirsutus,positive
Eragrostis setifolia,Lagorchestes hirsutus,positive
Plectrachne schinzii,Lagorchestes hirsutus,positive
Triodia basedownii,Lagorchestes hirsutus,positive
Triodia longiceps,Lagorchestes hirsutus,positive
Triodia pungens,Lagorchestes hirsutus,positive
Eragrostis eriopoda,Varanus acanthurus,positive
Eragrostis lanipes,Varanus acanthurus,positive
Eragrostis setifolia,Varanus acanthurus,positive
Plectrachne schinzii,Varanus acanthurus,positive
Triodia basedownii,Varanus acanthurus,positive
Triodia longiceps,Varanus acanthurus,positive
Triodia pungens,Varanus acanthurus,positive
Eragrostis eriopoda,Varanus giganteus,positive
Eragrostis lanipes,Varanus giganteus,positive
Eragrostis setifolia,Varanus giganteus,positive
Plectrachne schinzii,Varanus giganteus,positive
Triodia basedownii,Varanus giganteus,positive
Triodia longiceps,Varanus giganteus,positive
Triodia pungens,Varanus giganteus,positive
Eragrostis eriopoda,Varanus gouldii,positive
Eragrostis lanipes,Varanus gouldii,positive
Eragrostis setifolia,Varanus gouldii,positive
Plectrachne schinzii,Varanus gouldii,positive
Triodia basedownii,Varanus gouldii,positive
Triodia longiceps,Varanus gouldii,positive
Triodia pungens,Varanus gouldii,positive
Eragrostis eriopoda,Varanus panoptes,positive
Eragrostis lanipes,Varanus panoptes,positive
Eragrostis setifolia,Varanus panoptes,positive
Plectrachne schinzii,Varanus panoptes,positive
Triodia basedownii,Varanus panoptes,positive
Triodia longiceps,Varanus panoptes,positive
Triodia pungens,Varanus panoptes,positive
Eragrostis eriopoda,Varanus tristis,positive
Eragrostis lanipes,Varanus tristis,positive
Eragrostis setifolia,Varanus tristis,positive
Plectrachne schinzii,Varanus tristis,positive
Triodia basedownii,Varanus tristis,positive
Triodia longiceps,Varanus tristis,positive
Triodia pungens,Varanus tristis,positive
Eragrostis eriopoda,Chaeropus ecaudatus,positive
Eragrostis lanipes,Chaeropus ecaudatus,positive
Eragrostis setifolia,Chaeropus ecaudatus,positive
Plectrachne schinzii,Chaeropus ecaudatus,positive
Triodia basedownii,Chaeropus ecaudatus,positive
Triodia longiceps,Chaeropus ecaudatus,positive
Triodia pungens,Chaeropus ecaudatus,positive
Eragrostis eriopoda,Isodon auratus,positive
Eragrostis lanipes,Isodon auratus,positive
Eragrostis setifolia,Isodon auratus,positive
Plectrachne schinzii,Isodon auratus,positive
Triodia basedownii,Isodon auratus,positive
Triodia longiceps,Isodon auratus,positive
Triodia pungens,Isodon auratus,positive
Eragrostis eriopoda,Perameles eremiana,positive
Eragrostis lanipes,Perameles eremiana,positive
Eragrostis setifolia,Perameles eremiana,positive
Plectrachne schinzii,Perameles eremiana,positive
Triodia basedownii,Perameles eremiana,positive
Triodia longiceps,Perameles eremiana,positive
Triodia pungens,Perameles eremiana,positive
Eragrostis eriopoda,Macrotis lagotis,positive
Eragrostis lanipes,Macrotis lagotis,positive
Eragrostis setifolia,Macrotis lagotis,positive
Plectrachne schinzii,Macrotis lagotis,positive
Triodia basedownii,Macrotis lagotis,positive
Triodia longiceps,Macrotis lagotis,positive
Triodia pungens,Macrotis lagotis,positive
Eragrostis eriopoda,Leggadina forresti,positive
Eragrostis lanipes,Leggadina forresti,positive
Eragrostis setifolia,Leggadina forresti,positive
Plectrachne schinzii,Leggadina forresti,positive
Triodia basedownii,Leggadina forresti,positive
Triodia longiceps,Leggadina forresti,positive
Triodia pungens,Leggadina forresti,positive
Eragrostis eriopoda,Notomys sp.,positive
Eragrostis lanipes,Notomys sp.,positive
Eragrostis setifolia,Notomys sp.,positive
Plectrachne schinzii,Notomys sp.,positive
Triodia basedownii,Notomys sp.,positive
Triodia longiceps,Notomys sp.,positive
Triodia pungens,Notomys sp.,positive
Eragrostis eriopoda,Notoryctes caurinus,positive
Eragrostis lanipes,Notoryctes caurinus,positive
Eragrostis setifolia,Notoryctes caurinus,positive
Plectrachne schinzii,Notoryctes caurinus,positive
Triodia basedownii,Notoryctes caurinus,positive
Triodia longiceps,Notoryctes caurinus,positive
Triodia pungens,Notoryctes caurinus,positive
Eragrostis eriopoda,Oryctolagus cuniculus,positive
Eragrostis lanipes,Oryctolagus cuniculus,positive
Eragrostis setifolia,Oryctolagus cuniculus,positive
Plectrachne schinzii,Oryctolagus cuniculus,positive
Triodia basedownii,Oryctolagus cuniculus,positive
Triodia longiceps,Oryctolagus cuniculus,positive
Triodia pungens,Oryctolagus cuniculus,positive
Eragrostis eriopoda,Petrogale lateralis,positive
Eragrostis lanipes,Petrogale lateralis,positive
Eragrostis setifolia,Petrogale lateralis,positive
Plectrachne schinzii,Petrogale lateralis,positive
Triodia basedownii,Petrogale lateralis,positive
Triodia longiceps,Petrogale lateralis,positive
Triodia pungens,Petrogale lateralis,positive
Eragrostis eriopoda,Tachyglossus aculeatus,positive
Eragrostis lanipes,Tachyglossus aculeatus,positive
Eragrostis setifolia,Tachyglossus aculeatus,positive
Plectrachne schinzii,Tachyglossus aculeatus,positive
Triodia basedownii,Tachyglossus aculeatus,positive
Triodia longiceps,Tachyglossus aculeatus,positive
Triodia pungens,Tachyglossus aculeatus,positive
Eragrostis eriopoda,Trichosurus vulpecula,positive
Eragrostis lanipes,Trichosurus vulpecula,positive
Eragrostis setifolia,Trichosurus vulpecula,positive
Plectrachne schinzii,Trichosurus vulpecula,positive
Triodia basedownii,Trichosurus vulpecula,positive
Triodia longiceps,Trichosurus vulpecula,positive
Triodia pungens,Trichosurus vulpecula,positive
Eragrostis eriopoda,Felis catus,positive
Eragrostis lanipes,Felis catus,positive
Eragrostis setifolia,Felis catus,positive
Plectrachne schinzii,Felis catus,positive
Triodia basedownii,Felis catus,positive
Triodia longiceps,Felis catus,positive
Triodia pungens,Felis catus,positive
Eragrostis eriopoda,Tiliqua multifasciata,positive
Eragrostis lanipes,Tiliqua multifasciata,positive
Eragrostis setifolia,Tiliqua multifasciata,positive
Plectrachne schinzii,Tiliqua multifasciata,positive
Triodia basedownii,Tiliqua multifasciata,positive
Triodia longiceps,Tiliqua multifasciata,positive
Triodia pungens,Tiliqua multifasciata,positive
Eragrostis eriopoda,Tiliqua occipitalis,positive
Eragrostis lanipes,Tiliqua occipitalis,positive
Eragrostis setifolia,Tiliqua occipitalis,positive
Plectrachne schinzii,Tiliqua occipitalis,positive
Triodia basedownii,Tiliqua occipitalis,positive
Triodia longiceps,Tiliqua occipitalis,positive
Triodia pungens,Tiliqua occipitalis,positive
Eragrostis eriopoda,Tiliqua scincoides,positive
Eragrostis lanipes,Tiliqua scincoides,positive
Eragrostis setifolia,Tiliqua scincoides,positive
Plectrachne schinzii,Tiliqua scincoides,positive
Triodia basedownii,Tiliqua scincoides,positive
Triodia longiceps,Tiliqua scincoides,positive
Triodia pungens,Tiliqua scincoides,positive
Panicum decompositum,Lagorchestes hirsutus,positive
Thyridolepis multiculmis,Lagorchestes hirsutus,positive
Yakirra australiensis,Lagorchestes hirsutus,positive
Panicum decompositum,Varanus acanthurus,positive
Thyridolepis multiculmis,Varanus acanthurus,positive
Yakirra australiensis,Varanus acanthurus,positive
Panicum decompositum,Varanus giganteus,positive
Thyridolepis multiculmis,Varanus giganteus,positive
Yakirra australiensis,Varanus giganteus,positive
Panicum decompositum,Varanus gouldii,positive
Thyridolepis multiculmis,Varanus gouldii,positive
Yakirra australiensis,Varanus gouldii,positive
Panicum decompositum,Varanus panoptes,positive
Thyridolepis multiculmis,Varanus panoptes,positive
Yakirra australiensis,Varanus panoptes,positive
Panicum decompositum,Varanus tristis,positive
Thyridolepis multiculmis,Varanus tristis,positive
Yakirra australiensis,Varanus tristis,positive
Panicum decompositum,Chaeropus ecaudatus,positive
Thyridolepis multiculmis,Chaeropus ecaudatus,positive
Yakirra australiensis,Chaeropus ecaudatus,positive
Panicum decompositum,Isodon auratus,positive
Thyridolepis multiculmis,Isodon auratus,positive
Yakirra australiensis,Isodon auratus,positive
Panicum decompositum,Perameles eremiana,positive
Thyridolepis multiculmis,Perameles eremiana,positive
Yakirra australiensis,Perameles eremiana,positive
Panicum decompositum,Macrotis lagotis,positive
Thyridolepis multiculmis,Macrotis lagotis,positive
Yakirra australiensis,Macrotis lagotis,positive
Panicum decompositum,Leggadina forresti,positive
Thyridolepis multiculmis,Leggadina forresti,positive
Yakirra australiensis,Leggadina forresti,positive
Panicum decompositum,Notomys sp.,positive
Thyridolepis multiculmis,Notomys sp.,positive
Yakirra australiensis,Notomys sp.,positive
Panicum decompositum,Notoryctes caurinus,positive
Thyridolepis multiculmis,Notoryctes caurinus,positive
Yakirra australiensis,Notoryctes caurinus,positive
Panicum decompositum,Oryctolagus cuniculus,positive
Thyridolepis multiculmis,Oryctolagus cuniculus,positive
Yakirra australiensis,Oryctolagus cuniculus,positive
Panicum decompositum,Petrogale lateralis,positive
Thyridolepis multiculmis,Petrogale lateralis,positive
Yakirra australiensis,Petrogale lateralis,positive
Panicum decompositum,Tachyglossus aculeatus,positive
Thyridolepis multiculmis,Tachyglossus aculeatus,positive
Yakirra australiensis,Tachyglossus aculeatus,positive
Panicum decompositum,Trichosurus vulpecula,positive
Thyridolepis multiculmis,Trichosurus vulpecula,positive
Yakirra australiensis,Trichosurus vulpecula,positive
Panicum decompositum,Felis catus,positive
Thyridolepis multiculmis,Felis catus,positive
Yakirra australiensis,Felis catus,positive
Panicum decompositum,Tiliqua multifasciata,positive
Thyridolepis multiculmis,Tiliqua multifasciata,positive
Yakirra australiensis,Tiliqua multifasciata,positive
Panicum decompositum,Tiliqua occipitalis,positive
Thyridolepis multiculmis,Tiliqua occipitalis,positive
Yakirra australiensis,Tiliqua occipitalis,positive
Panicum decompositum,Tiliqua scincoides,positive
Thyridolepis multiculmis,Tiliqua scincoides,positive
Yakirra australiensis,Tiliqua scincoides,positive
human fire,patchiness,complexpositive
lightning fire,patchiness,complexnegative
patchiness,Lagorchestes hirsutus,complexpositive
patchiness,Varanus acanthurus,complexpositive
patchiness,Varanus giganteus,complexpositive
patchiness,Varanus gouldii,complexpositive
patchiness,Varanus panoptes,complexpositive
patchiness,Varanus tristis,complexpositive
patchiness,Chaeropus ecaudatus,complexpositive
patchiness,Isodon auratus,complexpositive
patchiness,Perameles eremiana,complexpositive
patchiness,Macrotis lagotis,complexpositive
patchiness,Leggadina forresti,complexpositive
patchiness,Notomys sp.,complexpositive
patchiness,Notoryctes caurinus,complexpositive
patchiness,Oryctolagus cuniculus,complexpositive
patchiness,Petrogale lateralis,complexpositive
patchiness,Tachyglossus aculeatus,complexpositive
patchiness,Trichosurus vulpecula,complexpositive
patchiness,Tiliqua multifasciata,complexpositive
patchiness,Tiliqua occipitalis,complexpositive
patchiness,Tiliqua scincoides,complexpositive
patchiness,Canis lupus dingo,complexpositive
Homo sapiens,human fire,complexpositive
patchiness,lightning fire,complexnegative
human fire,Acacia acradenia,complexfire
human fire,Acacia aneura,complexfire
human fire,Acacia coriacea,complexfire
human fire,Acacia cowleana,complexfire
human fire,Acacia cuthbertsoni,complexfire
human fire,Acacia dictyophleba,complexfire
human fire,Acacia kempeana,complexfire
human fire,Acacia ligulata,complexfire
human fire,Acacia pruinocarpa,complexfire
human fire,Acacia spondylophylla,complexfire
human fire,Acacia tetragonophylla,complexfire
human fire,Amyema sp.,complexfire
human fire,Calandrinia polyandra,complexfire
human fire,Canthium attenuatum,complexfire
human fire,Canthium latifolium,complexfire
human fire,Capparis loranthifolia,complexfire
human fire,Capparis umbonata,complexfire
human fire,Chenopodium curvispicatum,complexfire
human fire,Chioromyces aboriginum,complexfire
human fire,Cucumis melo (agrestis),complexfire
human fire,Cynanchum floribundum,complexfire
human fire,Dactyloctenium radulans,complexfire
human fire,Daucus glochidiatus,complexfire
human fire,Enchylaena tomentosa,complexfire
human fire,Eragrostis eriopoda,complexfire
human fire,Eremophila latrobei,complexfire
human fire,Eremophila longifolia,complexfire
human fire,Ficus brachypoda,complexfire
human fire,Grevillea eriostachya,complexfire
human fire,Grevillea stenobotrya,complexfire
human fire,Grevillea wickhamii,complexfire
human fire,Hakea leucoptera,complexfire
human fire,Hakea suberea,complexfire
human fire,Leptosema chambersii,complexfire
human fire,Nitraria billardierei,complexfire
human fire,Portulaca oleracea,complexfire
human fire,Ptilotus exaltatus,complexfire
human fire,Ptilotus macrocephalus,complexfire
human fire,Ptilotus polystachyus,complexfire
human fire,Rhyncharrhena linearis,complexfire
human fire,Santalum acuminatum,complexfire
human fire,Santalum lanceolatum,complexfire
human fire,Scaevola parvifolia,complexfire
human fire,Senna sp.,complexfire
human fire,Sida calyxhymenia,complexfire
human fire,Solanum centrale,complexfire
human fire,Solanum chippendalei,complexfire
human fire,Solanum cleistogamum,complexfire
human fire,Solanum diversiflorum,complexfire
human fire,Solanum gilesii,complexfire
human fire,Solanum lasiophyllum,complexfire
human fire,Tecticornia verrucosa,complexfire
human fire,Tetragonia eremaea,complexfire
human fire,Thryptomene maisonneuve,complexfire
lightning fire,Acacia acradenia,complexfire
lightning fire,Acacia aneura,complexfire
lightning fire,Acacia coriacea,complexfire
lightning fire,Acacia cowleana,complexfire
lightning fire,Acacia cuthbertsoni,complexfire
lightning fire,Acacia dictyophleba,complexfire
lightning fire,Acacia kempeana,complexfire
lightning fire,Acacia ligulata,complexfire
lightning fire,Acacia pruinocarpa,complexfire
lightning fire,Acacia spondylophylla,complexfire
lightning fire,Acacia tetragonophylla,complexfire
lightning fire,Amyema sp.,complexfire
lightning fire,Calandrinia polyandra,complexfire
lightning fire,Canthium attenuatum,complexfire
lightning fire,Canthium latifolium,complexfire
lightning fire,Capparis loranthifolia,complexfire
lightning fire,Capparis umbonata,complexfire
lightning fire,Chenopodium curvispicatum,complexfire
lightning fire,Chioromyces aboriginum,complexfire
lightning fire,Cucumis melo (agrestis),complexfire
lightning fire,Cynanchum floribundum,complexfire
lightning fire,Dactyloctenium radulans,complexfire
lightning fire,Daucus glochidiatus,complexfire
lightning fire,Enchylaena tomentosa,complexfire
lightning fire,Eragrostis eriopoda,complexfire
lightning fire,Eremophila latrobei,complexfire
lightning fire,Eremophila longifolia,complexfire
lightning fire,Ficus brachypoda,complexfire
lightning fire,Grevillea eriostachya,complexfire
lightning fire,Grevillea stenobotrya,complexfire
lightning fire,Grevillea wickhamii,complexfire
lightning fire,Hakea leucoptera,complexfire
lightning fire,Hakea suberea,complexfire
lightning fire,Leptosema chambersii,complexfire
lightning fire,Nitraria billardierei,complexfire
lightning fire,Portulaca oleracea,complexfire
lightning fire,Ptilotus exaltatus,complexfire
lightning fire,Ptilotus macrocephalus,complexfire
lightning fire,Ptilotus polystachyus,complexfire
lightning fire,Rhyncharrhena linearis,complexfire
lightning fire,Santalum acuminatum,complexfire
lightning fire,Santalum lanceolatum,complexfire
lightning fire,Scaevola parvifolia,complexfire
lightning fire,Senna sp.,complexfire
lightning fire,Sida calyxhymenia,complexfire
lightning fire,Solanum centrale,complexfire
lightning fire,Solanum chippendalei,complexfire
lightning fire,Solanum cleistogamum,complexfire
lightning fire,Solanum diversiflorum,complexfire
lightning fire,Solanum gilesii,complexfire
lightning fire,Solanum lasiophyllum,complexfire
lightning fire,Tecticornia verrucosa,complexfire
lightning fire,Tetragonia eremaea,complexfire
lightning fire,Thryptomene maisonneuve,complexfire
patchiness,Felis catus,complexnegative
patchiness,Vulpes vulpes,complexnegative